Date,Close,Volume,Open,High,Low,Foreign Buy,Foreign Sell,Foreign Value
21/03/2025,6.30,"2,500",6.30,6.30,6.30,0,0,0
20/03/2025,6.30,0,6.30,6.30,6.30,0,0,0
19/03/2025,6.30,0,6.30,6.30,6.30,0,0,0
18/03/2025,6.30,0,6.30,6.30,6.30,0,0,0
17/03/2025,6.30,0,6.30,6.30,6.30,0,0,0
14/03/2025,5.30,"4,400",6.40,6.40,5.30,0,0,0
13/03/2025,5.70,0,5.70,5.70,5.70,0,0,0
12/03/2025,5.70,0,5.70,5.70,5.70,0,0,0
11/03/2025,5.70,0,5.70,5.70,5.70,0,0,0
10/03/2025,5.70,0,5.70,5.70,5.70,0,0,0
07/03/2025,5.70,"105,800",5.70,5.70,5.50,0,0,0
06/03/2025,5,0,5,5,5,0,0,0
05/03/2025,5,0,5,5,5,0,0,0
04/03/2025,5,0,5,5,5,0,0,0
03/03/2025,5,0,5,5,5,0,0,0
28/02/2025,4.30,"7,200",5,5.30,4.30,0,0,0
27/02/2025,5,0,5,5,5,0,0,0
26/02/2025,5,0,5,5,5,0,0,0
25/02/2025,5,0,5,5,5,0,0,0
24/02/2025,5,0,5,5,5,0,0,0
21/02/2025,5.20,"614,300",4.90,5.20,4.90,0,0,0
20/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
19/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
18/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
17/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
14/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
13/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
12/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
11/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
10/02/2025,5.30,0,5.30,5.30,5.30,0,0,0
07/02/2025,5.50,200,5.10,5.50,5.10,0,0,0
06/02/2025,6,0,6,6,6,0,0,0
05/02/2025,6,0,6,6,6,0,0,0
04/02/2025,6,0,6,6,6,0,0,0
03/02/2025,6,0,6,6,6,0,0,0
