Date,Close,Volume,Open,High,Low,Foreign Buy,Foreign Sell,Foreign Value
21/03/2025,5,"9,500",5,5,5,0,0,0
20/03/2025,5,0,5,5,5,0,0,0
19/03/2025,5,200,5,5,5,0,0,0
18/03/2025,5,"1,200",5.10,5.10,5,0,0,0
17/03/2025,4.90,"1,600",4.80,4.90,4.80,0,0,0
14/03/2025,5,"6,000",5,5,5,0,0,0
13/03/2025,5.40,100,5.40,5.40,5.40,0,0,0
12/03/2025,4.90,"10,600",5.40,5.40,4.90,0,0,0
11/03/2025,4.90,600,5.20,5.20,4.80,0,0,0
10/03/2025,4.90,"1,800",4.90,4.90,4.90,0,0,0
07/03/2025,5,"1,100",5,5,5,0,0,0
06/03/2025,5,0,5,5,5,0,0,0
05/03/2025,5,0,5,5,5,0,0,0
04/03/2025,5,100,5,5,5,0,0,0
03/03/2025,5,"2,300",5,5,5,0,0,0
28/02/2025,5,300,5,5,5,0,0,0
27/02/2025,4.90,0,4.90,4.90,4.90,0,0,0
26/02/2025,4.90,500,4.90,4.90,4.90,0,0,0
25/02/2025,4.90,"8,000",4.90,4.90,4.90,0,0,0
24/02/2025,5.10,"13,000",5.10,5.10,4.90,0,0,0
21/02/2025,5.40,"1,300",5.60,5.60,5.40,0,0,0
20/02/2025,5.50,"1,500",5.10,5.50,5.10,0,0,0
19/02/2025,5,"19,000",5,5,5,0,0,0
18/02/2025,5,"5,800",5.50,5.50,5,0,0,0
17/02/2025,5,"20,000",5,5,5,0,0,0
14/02/2025,5,"23,600",5,5,5,0,0,0
13/02/2025,5.40,100,5.40,5.40,5.40,0,0,0
12/02/2025,4.90,"8,700",5,5,4.90,0,0,0
11/02/2025,5,"21,700",5.20,5.20,5,0,0,0
10/02/2025,5.50,200,5.60,5.60,5.50,0,0,0
07/02/2025,5,0,5,5,5,0,0,0
06/02/2025,5,100,5,5,5,0,0,0
05/02/2025,5.40,0,5.40,5.40,5.40,0,0,0
04/02/2025,5.40,"2,000",5.40,5.40,5.40,0,0,0
03/02/2025,5.50,0,5.50,5.50,5.50,0,0,0
24/01/2025,5.50,0,5.50,5.50,5.50,0,0,0
23/01/2025,5.50,100,5.50,5.50,5.50,0,0,0
22/01/2025,4.80,100,4.80,4.80,4.80,0,0,0
21/01/2025,5.10,"7,300",5,5.10,5,0,0,0
20/01/2025,5.20,"1,000",5.20,5.20,5.20,0,0,0
17/01/2025,5.20,0,5.20,5.20,5.20,0,0,0
16/01/2025,5.20,500,5.20,5.20,5.20,0,0,0
15/01/2025,5.20,400,5.20,5.20,5.20,0,0,0
14/01/2025,5.30,100,5.30,5.30,5.30,0,0,0
13/01/2025,5.30,300,5.30,5.30,5.30,0,0,0
10/01/2025,5.30,0,5.30,5.30,5.30,0,0,0
09/01/2025,5.30,0,5.30,5.30,5.30,0,0,0
08/01/2025,5.30,500,5.30,5.30,5.30,0,0,0
07/01/2025,5.80,5,5.80,5.80,5.80,0,0,0
06/01/2025,5.80,100,5.80,5.80,5.80,0,0,0
03/01/2025,5.50,100,5.50,5.50,5.50,0,0,0
02/01/2025,5.40,0,5.40,5.40,5.40,0,0,0
31/12/2024,5.40,"6,000",5.40,5.40,5.40,0,0,0
30/12/2024,5.40,0,5.40,5.40,5.40,0,0,0
27/12/2024,5.40,"1,100",5.40,5.40,5.40,0,0,0
26/12/2024,5.50,400,5.20,5.50,5.20,0,0,0
25/12/2024,5.40,0,5.40,5.40,5.40,0,0,0
24/12/2024,5.40,0,5.40,5.40,5.40,0,0,0
23/12/2024,5.40,"1,000",5.40,5.40,5.40,0,0,0
20/12/2024,5.40,"2,400",5.40,5.40,5.40,0,0,0
19/12/2024,5.70,0,5.70,5.70,5.70,0,0,0
18/12/2024,5.70,1,5.70,5.70,5.70,0,0,0
17/12/2024,5.70,0,5.70,5.70,5.70,0,0,0
16/12/2024,5.70,106,5.70,5.70,5.70,0,0,0
13/12/2024,5.50,0,5.50,5.50,5.50,0,0,0
12/12/2024,5.50,"1,000",5.50,5.50,5.50,0,0,0
11/12/2024,5.60,0,5.60,5.60,5.60,0,0,0
10/12/2024,5.60,0,5.60,5.60,5.60,0,0,0
09/12/2024,5.60,1,5.60,5.60,5.60,0,0,0
06/12/2024,5.60,0,5.60,5.60,5.60,0,0,0
05/12/2024,5.60,500,5.60,5.60,5.60,0,0,0
04/12/2024,5.60,5,5.60,5.60,5.60,0,0,0
03/12/2024,5.60,100,5.60,5.60,5.60,0,0,0
02/12/2024,5.50,0,5.50,5.50,5.50,0,0,0
29/11/2024,5.50,1,5.50,5.50,5.50,0,0,0
28/11/2024,5.50,200,5.40,5.50,5.40,0,0,0
27/11/2024,5.50,300,5.40,5.50,5.30,0,0,0
26/11/2024,5.30,200,5.30,5.30,5.30,0,0,0
25/11/2024,5.40,308,5.10,5.40,5.10,0,0,0
22/11/2024,5,"2,300",5.70,5.70,5,0,0,0
21/11/2024,5.40,200,5.20,5.40,5.20,0,0,0
20/11/2024,5.50,"5,701",5.30,5.50,5.10,0,0,0
19/11/2024,5.90,0,5.90,5.90,5.90,0,0,0
18/11/2024,5.90,101,5.90,5.90,5.90,0,0,0
15/11/2024,5.40,0,5.40,5.40,5.40,0,0,0
14/11/2024,5.50,300,5.40,5.50,5.40,0,0,0
13/11/2024,5.40,0,5.40,5.40,5.40,0,0,0
12/11/2024,5.50,400,5,5.70,5,0,0,0
11/11/2024,5.80,0,5.80,5.80,5.80,0,0,0
08/11/2024,5.80,0,5.80,5.80,5.80,0,0,0
07/11/2024,5.80,"2,200",5.80,5.80,5.80,0,0,0
06/11/2024,6,0,6,6,6,0,0,0
05/11/2024,6,0,6,6,6,0,0,0
04/11/2024,6,100,6,6,6,0,0,0
01/11/2024,5.50,"4,205",5.70,5.70,5.50,0,0,0
31/10/2024,5.80,0,5.80,5.80,5.80,0,0,0
30/10/2024,5.80,"2,200",5.80,5.80,5.80,0,0,0
29/10/2024,6.10,200,6.10,6.10,6.10,0,0,0
28/10/2024,5.60,"10,000",5.70,5.70,5.60,0,0,0
25/10/2024,6.30,0,6.30,6.30,6.30,0,0,0
24/10/2024,6.30,0,6.30,6.30,6.30,0,0,0
23/10/2024,6.30,100,6.30,6.30,6.30,0,0,0
22/10/2024,6,6,6,6,6,0,0,0
21/10/2024,6,13,6,6,6,0,0,0
18/10/2024,6,0,6,6,6,0,0,0
17/10/2024,6,0,6,6,6,0,0,0
16/10/2024,6,500,6,6,6,0,0,0
