Date,Close,Volume,Open,High,Low,Foreign Buy,Foreign Sell,Foreign Value
21/03/2025,8.40,"16,900",8.30,8.50,8.30,0,"2,400",-0.0
20/03/2025,8.40,"14,200",8.40,8.40,8.30,0,0,0
19/03/2025,8.40,"24,500",8.30,8.40,8.20,0,0,0
18/03/2025,8.40,"18,500",8.50,8.50,8.30,0,0,0
17/03/2025,8.40,"28,200",8.50,8.60,8.30,0,0,0
14/03/2025,8.40,"41,800",8.50,8.60,8.30,0,0,0
13/03/2025,8.60,"9,500",8.70,8.70,8.50,0,"1,000",-0.0
12/03/2025,8.70,"57,600",8.70,8.70,8.50,0,0,0
11/03/2025,8.70,"18,200",8.70,8.70,8.60,0,0,0
10/03/2025,8.70,"34,600",8.70,8.70,8.50,0,0,0
07/03/2025,8.70,"32,000",8.80,8.90,8.70,0,0,0
06/03/2025,8.80,"37,600",8.80,8.90,8.50,0,0,0
05/03/2025,8.70,"56,700",8.90,8.90,8.70,0,0,0
04/03/2025,8.90,"80,400",8.90,9,8.60,0,0,0
03/03/2025,9,"68,100",9.10,9.10,8.70,0,0,0
28/02/2025,9,"99,000",9,9.30,8.80,0,0,0
27/02/2025,9,"185,600",9.60,9.90,8.90,0,0,0
26/02/2025,9.20,"301,600",8.60,9.20,8.50,0,0,0
25/02/2025,8.40,"121,800",7.90,8.50,7.80,0,"2,000",-0.0
24/02/2025,7.90,"15,800",8,8,7.80,0,0,0
21/02/2025,7.90,"37,300",7.90,8.20,7.90,0,0,0
20/02/2025,8,"8,500",8.10,8.20,8,0,0,0
19/02/2025,8.10,"57,100",8,8.10,7.90,0,0,0
18/02/2025,7.90,"24,100",8,8.10,7.90,0,11,-0.0
17/02/2025,8,"34,900",7.70,8,7.60,0,100,-0.0
14/02/2025,7.70,"25,200",7.60,7.70,7.50,0,0,0
13/02/2025,7.60,"25,200",7.60,7.70,7.40,0,0,0
12/02/2025,7.70,"10,513",7.60,7.80,7.60,0,0,0
11/02/2025,7.60,"15,323",7.50,7.70,7.50,0,"1,200",-0.0
10/02/2025,7.50,"13,514",7.40,7.60,7.40,0,0,0
07/02/2025,7.50,"45,760",7.60,7.90,7.20,0,0,0
06/02/2025,7.80,"4,742",7.70,7.80,7.60,0,0,0
